url,rating,title,pros,cons,advice,reviewer,datetime,language,id,culture_and_values_rating,diversity_and_inclusion_rating,work_life_balance_rating,senior_management_rating,compensation_and_benefits_rating,career_opportunities_rating,location_id,location,is_current_job,rating_ceo,rating_business_outlook,rating_recommend_to_friend,length_of_employment,job_title,job_title_id
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83482563.htm,4,Remuneração ,"Ótimo salário 
Ótimos benefícios 
Ótimo clima organizacional",Nenhum motivo contra a empresa,,Estagiário,2024-01-18T04:13:52.213,pt,83482563,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,2,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83456118.htm,3,Sem comentários,Bom ambiente para  se trabalhar,Sem oportunidade de crescimento e desenvolvimento,,Analista De Suprimentos Pleno,2024-01-17T10:59:52.080,pt,83456118,0,0,0.0,0.0,0.0,0.0,,,True,,,,0,Analista De Suprimentos Pleno,4035625
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83264045.htm,5,Bom,"Vários, como auxílio de plano saude","Nenhum, só vejo vantagens, gosto muito da empresa",,Jovem Aprendiz Auxiliar Administrativo,2024-01-11T06:26:12.167,pt,83264045,5,5,5.0,5.0,5.0,5.0,,,True,,POSITIVE,POSITIVE,0,Jovem Aprendiz Auxiliar Administrativo,4036100
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83059299.htm,4,Empresa boa,"Benefícios
Clima
Oportunidade
Convênio
Transporte",Não há dissídio nível lideranca,,Coordenador,2024-01-04T17:21:11.423,pt,83059299,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,True,,,,0,Coordenador,140754
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW83005729.htm,4,Boa empresa ,"Boa gestão, valor bom do RV, previdência e flexibilidade.",Não possui VA nem ajuda de custo para HO,,Analista Júnior,2024-01-03T08:19:23.080,pt,83005729,4,4,3.0,4.0,3.0,3.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Analista Júnior,4035169
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82912867.htm,5,Empresa excelente,"Oportunidades de crescimento
Clima organizacional favorável",Pouca participação em eventos externos,,Engenheiro Processos Sênior,2023-12-29T06:03:06.410,pt,82912867,5,5,4.0,4.0,3.0,3.0,,,True,,NEUTRAL,POSITIVE,0,Engenheiro Processos Sênior,6071720
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82904158.htm,5,Cba,"Boa , respeitada, ativa, experiente ,inovadora","

Salário defasado , sem fretado, plr diferente das outras unidades",,Técnico,2023-12-28T18:26:47.753,pt,82904158,5,5,5.0,3.0,3.0,5.0,,,False,,POSITIVE,POSITIVE,0,Técnico,213852
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82833692.htm,5,Experiência ,"Não dispensa colaboradores com facilidade, estabilidade empregatício",O processo de promoção é vagaroso.,"Entender melhor o que se passa na planta, e ouvir menos rumores.",Técnico Pleno,2023-12-25T06:17:28.080,pt,82833692,5,5,4.0,4.0,4.0,4.0,2477200,Miracatu,True,,POSITIVE,POSITIVE,20,Técnico Pleno,4035986
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82816759.htm,4,Empresa estável,"Boa empresa para trabalhar, estável e com bons benefícios.","Empresa ainda muito fechada, com fluxos grandes para aprovação de qualquer iniciativa.","Trabalhar em um ambiente mais humanizada e com maior autonomia aos funcionários, tudo hoje depende se aprovação da diretoria...",Consultor,2023-12-23T09:43:48.723,pt,82816759,3,3,4.0,3.0,4.0,4.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,4,Consultor,929
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82786279.htm,1,Péssima,"Convenio medico, plano de inclusão de diversidade nao compete com a realidade","Salario, refeição, beneficios, PLR, gestão",,Mecânico De Manutenção I,2023-12-21T15:37:50.017,pt,82786279,1,1,1.0,1.0,1.0,1.0,,,True,,NEUTRAL,NEGATIVE,0,Mecânico De Manutenção I,4035085
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82758023.htm,5,Técnico ,Ótima empresa pra crescer e evoluir.,Remuneração é um pouco baixa,,Técnico De Procesos,2023-12-20T14:36:53.070,pt,82758023,5,5,5.0,5.0,5.0,5.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,0,Técnico De Procesos,4035686
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82638057.htm,3,Ambiente ,Oferece vários desafios que permite o desenvolvimento profissional,"Ambiente ostil, autoritário e muito competitivo",Trabalhar melhor o clima e questões de papéis e responsabilidades ,Consultor Sênior,2023-12-15T15:55:55.253,pt,82638057,3,3,3.0,2.0,5.0,3.0,2479061,"São Paulo, SP",True,,POSITIVE,POSITIVE,9,Consultor Sênior,3018648
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82558867.htm,5,ótima empresa,Investe muito em automação no setor e melhorias de processo. Home office,Vale alimentação possui valor bem baixo.,,Analista De Compras Pleno,2023-12-13T03:58:27.137,pt,82558867,5,5,5.0,5.0,5.0,5.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Analista De Compras Pleno,4035532
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82532276.htm,2,Benefício bom só plano de saúde ,"Empresa grande, mas nem se compara como era antigamente ","Salário baixo, estão tirando os benefícios como cesta básica, além do ambiente de trabalho ser muito ruim (sala forno)",,Operador De Produção I,2023-12-12T08:45:43.020,pt,82532276,4,5,3.0,3.0,2.0,2.0,,,True,,NEUTRAL,NEGATIVE,0,Operador De Produção I,4035289
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82492507.htm,4,Estagio CBA,"Ambiente de trabalho excelente, gestores que entendem a necessidsde do colaborador",Beneficios baixos e sem muita perspectiva,,Estagiário Superior,2023-12-11T05:04:49.223,pt,82492507,5,5,5.0,5.0,4.0,4.0,2479061,"São Paulo, SP",False,,POSITIVE,POSITIVE,0,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82460723.htm,5,Muito boa,"Ambiente sadio
Benefícios
Participação lucros
Oportunidade de carreira 
Híbrido ","Cesta básica ao invés de VA
",,Analista Suprimentos Sr,2023-12-09T09:12:30.690,pt,82460723,5,5,5.0,4.0,4.0,4.0,,,True,,POSITIVE,POSITIVE,0,Analista Suprimentos Sr,5536015
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82367955.htm,4,Empresa muito boa,"focado em segurança
clima de trabalho legal",Salario abaixo do mercado na mineracao,,,2023-12-06T04:18:43.723,pt,82367955,5,4,5.0,3.0,2.0,3.0,,,True,,NEUTRAL,POSITIVE,2,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82242462.htm,3,Incentivo ,"Empresa grande, bastante oportunidades internas","Não respeita ética e segurança dos funcionários, o sistema de denúncia não funciona por conta da má gestão",,Operador De Produção,2023-12-01T07:35:09.793,pt,82242462,2,2,3.0,1.0,4.0,4.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,2,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82239111.htm,4,Boa empresa pra se trabalhar,"Empresa grande e organizada, com possibilidade de crescimento e bons benefícios.",Salário abaixo da média do mercado.,,Engenheiro De Manutenção Júnior,2023-12-01T05:13:22.810,pt,82239111,5,3,4.0,4.0,2.0,4.0,,,False,,,,0,Engenheiro De Manutenção Júnior,4037892
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82178957.htm,4,Empresa de grande nome,"Ótimos benefícios, transporte fretado não cobrado",Pouca oportunidade de carreira............. ..,,Operador De Produção I,2023-11-29T08:08:19.110,pt,82178957,0,5,3.0,3.0,5.0,2.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,4,Operador De Produção I,4035289
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82071717.htm,4,Empresa grande e de cultura familiar,"Grande projeção de mercado, agrega no currículo pelo nome.","Poucas chances de efetivação, as vagas que abrem são marcadas, não possibilitando a meritocracia.","Voltar a valorizar os empregados como antigamente, dar oportunidades de crescimento, principalmente aos estagiários e aprendizes.",Estagiário,2023-11-24T13:08:21.717,pt,82071717,5,5,3.0,2.0,3.0,1.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,2,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW82010214.htm,5,Otima empresa,Otimos beneficios e plano de carreira,Nada a reclamar da empresa,,Operador Industrial,2023-11-22T02:42:01.443,pt,82010214,0,5,0.0,0.0,5.0,5.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,1,Operador Industrial,4037150
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81901220.htm,3,Tem muito a melhorar,Bons pacotes de benefícios .,Salario muito abaixo do mercado,Valorizar mais o funcionário  operacional,Mecânico De Manutenção,2023-11-17T08:33:16.940,pt,81901220,4,5,3.0,3.0,1.0,1.0,4159014,Alumínio,True,,NEGATIVE,NEGATIVE,4,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81755432.htm,5,Empresa Excelente,Salário Benefícios Carga horária Participação de Resultados Plano de Carreira,Não tenho do que reclamar,,Analista De PCP Pleno,2023-11-12T17:35:52.367,pt,81755432,5,5,5.0,5.0,5.0,5.0,,,True,,POSITIVE,POSITIVE,0,Analista De PCP Pleno,4036111
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81623978.htm,4,Bom para se trabalhar,"Infraestrutura, comodidade, refeição, benefícios, promoção","Localidade, Mobilidade, Restauração, Serviços e prestação",Gerência,Jovem Aprendiz,2023-11-07T12:50:22.243,pt,81623978,4,4,4.0,4.0,4.0,4.0,,,True,,POSITIVE,POSITIVE,2,Jovem Aprendiz,375469
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81307991.htm,5,boa,empresa grande com outras filiais,nao tem plano de carreira,olhar mais para dentro pois tem muitos bons profissionais,Mecânico,2023-10-26T17:23:02.587,pt,81307991,2,4,4.0,2.0,3.0,2.0,2479061,"São Paulo, ",False,,POSITIVE,POSITIVE,1,Mecânico,4035182
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81146879.htm,4,Excelente,"Clima, beneficios, plano de carreira","Remuneração, instalação de trabalho, burocracia",,Coordinator,2023-10-21T09:47:43.060,pt,81146879,4,4,4.0,3.0,3.0,4.0,,,True,,NEGATIVE,POSITIVE,0,Coordinator,45138
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW81048789.htm,5,Tem várias pessoas que precisam de atenção devido a carga de trabalho.,Não atrasa pagamento e tem estabilidade,Gestores com cabeça fechada e diretoria só pensa em fazer marketing.,"Ele perdeu os melhores compradores dela, não dando valor nos antigos.",Comprador Júnior,2023-10-18T06:49:28.347,pt,81048789,4,5,5.0,1.0,5.0,1.0,4159014,Alumínio,False,,NEGATIVE,POSITIVE,2,Comprador Júnior,4035266
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80870061.htm,5,Bom,"Bons beneficios, pessoas fáceis de trabalhar, incentiva a inovação,",Baixa disponibilidade de novas vagas,,Estagiário,2023-10-11T19:06:40.347,pt,80870061,5,5,3.0,5.0,5.0,3.0,,,True,,POSITIVE,POSITIVE,0,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80758603.htm,4,Ótima empresa,"Bom lugar para trabalhar, muita liberdade para executar melhorias na planta e muito bem estruturada a parte de segurança do trabalho.",O restaurante da fábrica poderia oferecer melhores refeições,,Engenheiro Eletricista Júnior,2023-10-08T07:13:40.477,pt,80758603,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,True,,,,0,Engenheiro Eletricista Júnior,4040865
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80651193.htm,3,Ótima empresa,"Empresa seria, ótima opção de trabalho",Plano de carreira não e muito bem definido,Melhorar as tratativas de plano de carreira,Técnico De Manutenção Mecânica,2023-10-04T07:28:14.203,pt,80651193,3,5,3.0,2.0,3.0,2.0,2479061,"São Paulo, ",True,,NEUTRAL,POSITIVE,2,Técnico De Manutenção Mecânica,4035854
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80618659.htm,5,Ótima Empresa,"Convênio Médico e Odontológico, Home Office, Fretado, Gympass","Nenhum, ótima empresa para se trabalhar",,Estagiário Superior,2023-10-03T08:25:30.157,pt,80618659,5,5,5.0,5.0,4.0,4.0,4363045,Alumíniumércbányatelep,False,,POSITIVE,POSITIVE,2,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80578942.htm,4,Otima empresa,"Bons beneficios, ambiente desafiador, otimo para crescimento e desenvolvimento.",Processos antigos e um pouco burocrático,,Engenheiro De Processos Pleno,2023-10-02T05:35:41.457,pt,80578942,4,4,3.0,3.0,4.0,4.0,4159014,Alumínio,True,,NEUTRAL,POSITIVE,4,Engenheiro De Processos Pleno,4037039
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80501714.htm,5,Empresa Muito Boa,"Benefícios, Estabilidade, Oportunidades, Escalabilidade, Incentivos.","Pagamento, Folga, Investimentos, Ensino, Escala.",Aconselharia focar mais nos empregados de determinadas áreas com foco na (Salas Fornos). Pois é um serviço muito desgastante e que merece ser mais reconhecido.,Operador De Produção,2023-09-28T13:02:38.433,pt,80501714,5,5,2.0,2.0,3.0,5.0,,,True,,NEUTRAL,POSITIVE,0,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80341909.htm,5,Salario médio,Benefícios Ambiente Segurança Gestão Qualidade,Prospecção de carreira Benefícios Plano de saúde Plano odontológico,Não tem nada a declarar,Engenheiro Sênior,2023-09-23T05:07:58.810,pt,80341909,5,5,5.0,5.0,5.0,5.0,2514646,"Belo Horizonte, ",False,,POSITIVE,POSITIVE,2,Engenheiro Sênior,1394067
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80308210.htm,5,Fenômeno,"ESTABILIDADE, Plano de saúde, transporte, plano de carreira, gympass","Refeição, horário fixo, participação de lucros baixa,",,Técnico De Produção,2023-09-21T22:17:25.240,pt,80308210,4,5,2.0,3.0,3.0,3.0,,,True,,POSITIVE,POSITIVE,0,Técnico De Produção,4036035
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80254234.htm,5,Bom lugar para trabalhar a vida toda.,bons colegas de trabalho e boas oportunidades de carreira.,empresa muito grande com muita burocracia e que demora muito para ter oportunidade de crescimento financeiro (para ter bonus muito generosos precisa-se ser consultor pelo menos).,,Administrador,2023-09-20T11:43:38.913,pt,80254234,5,5,3.0,4.0,5.0,5.0,,,True,,POSITIVE,POSITIVE,0,Administrador,3030642
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80133254.htm,4,Bom,Muitos benefícios como participação em lucros,Poluição e trabalhos com muitos riscos,,Operador De Empilhadeira,2023-09-16T16:21:44.177,pt,80133254,5,4,2.0,4.0,4.0,3.0,,,False,,POSITIVE,POSITIVE,0,Operador De Empilhadeira,3135738
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80058958.htm,5,Super positiva,Empresa arrojada com evolução constante,"nenhum ponto negativo, somente elogios",,Técnico Manutenção 1,2023-09-14T04:36:36.717,pt,80058958,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,,,0,Técnico Manutenção 1,4722970
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80045360.htm,5,Excelente,Muitas incertezas devido ao mercado volátil e situação do país,Muitas mudanças devido ao mercado internacional,Ter um plano pra não ser tão afetado pelo mercado,Coordenador De Projetos,2023-09-13T17:51:57.707,pt,80045360,5,5,4.0,5.0,3.0,5.0,4159014,Alumínio,True,,NEGATIVE,POSITIVE,2,Coordenador De Projetos,45132
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80035117.htm,5,Boa avaliação,Otima empresa para se aprender,Poucas oportunidades de crescimento profissional,,Coordenador De Compras,2023-09-13T11:57:00.327,pt,80035117,5,5,5.0,5.0,5.0,2.0,2479061,"São Paulo, São Paulo",False,,POSITIVE,POSITIVE,0,Coordenador De Compras,4035761
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80031558.htm,5,Ótima empresa para se trabalhar,Nos permite uma boa qualidade de vida e aprendizado,"Mais dificuldade para crescimento, pois a empresa é antiga e as áreas já estão bem estabelecidas",,Analista de Planejamento Financeiro Seniorr,2023-09-13T10:09:55.763,pt,80031558,5,5,5.0,4.0,5.0,3.0,2479061,"São Paulo, São Paulo",True,,POSITIVE,POSITIVE,2,Analista de Planejamento Financeiro Seniorr,4247665
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW80004300.htm,5,Manuy,Ótima empresa e benefícios para o trabalhador,"Nenhum, ótima empresa e pretendo voltar",Valorizem um poucos mais funcionários,Eletricista De Manutenção,2023-09-12T16:33:17.610,pt,80004300,5,5,5.0,5.0,5.0,5.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,9,Eletricista De Manutenção,4035268
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79744614.htm,2,Boa,Ótimos benefícios cesta básica e ótimo convênio,Difícil da oportunidade pra aprendiz quando termina,Poderia melhorar em da mais oportunidades para os jovem aprendiz ao finalizar o curso,Mecânico De Manutenção,2023-09-04T05:45:46.453,pt,79744614,4,1,2.0,3.0,4.0,3.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,1,Mecânico De Manutenção,765214
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79436492.htm,4,Engenheira de melhoria continua,"Benefícios oferecidos pela empresa, academia,","Plano de carreira, salario, desenvolvimento",,Engenheiro,2023-08-24T03:18:53.550,pt,79436492,5,5,5.0,5.0,3.0,3.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Engenheiro,31243
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79417914.htm,4,inicio de carreira,"boa empresa, com bons beneficios, salário bom para seguir com estudos",não tem mais rodízio de turno,,Líder De Produção,2023-08-23T13:07:06.783,pt,79417914,4,5,3.0,3.0,3.0,3.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,6,Líder De Produção,4035264
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79383688.htm,5,positiva,Empresa com um RH muito organizado. Ótima receptividade por parte do RH.,Ambiente machista e desmotivador para as mulheres.,Os empregados deveriam ser treinados para trabalhar com mulheres na coordenação e liderança.,Coordenador De Projetos,2023-08-22T15:25:45.233,pt,79383688,4,3,2.0,1.0,5.0,5.0,4159014,Alumínio,False,,POSITIVE,POSITIVE,1,Coordenador De Projetos,45132
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79379999.htm,3,Salário,Era um dos maiores da região,Terceirizou várias áreas e abaixou muito os salários.,,Operador De Empilhadeira,2023-08-22T13:20:23.830,pt,79379999,2,2,2.0,2.0,3.0,1.0,4159014,Alumínio,False,,,NEGATIVE,20,Operador De Empilhadeira,3135738
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79291864.htm,3,Avaliação normal,"Boa remuneração, boas pessoas para se conviver e oportunidades diferentes áreas.",Alguns pensamentos antiquados para atualidade.,,Analista de Marketing Jr,2023-08-19T10:00:10.967,pt,79291864,4,4,3.0,5.0,3.0,3.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,2,Analista de Marketing Jr,4306751
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79279898.htm,5,Boa,"Tudo, benefícios, salários , crescimento, ajuda de custo","Gestão ruim, equipe mal preparada",Melhor a equipe,Delineador,2023-08-18T17:15:41.790,pt,79279898,5,5,5.0,2.0,5.0,5.0,,,False,,POSITIVE,POSITIVE,0,Delineador,4055606
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79246986.htm,5,manutenção,"organização,ambiente de cooperativo ,refeitorio ,convenio, pessoas segurança",salario sem correção para cargos de carreiras especificas,,Coordenador Manutenção,2023-08-17T16:14:46.993,pt,79246986,5,5,5.0,2.0,2.0,1.0,,,False,,NEUTRAL,POSITIVE,0,Coordenador Manutenção,5446668
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79232033.htm,3,Mais ou menos,"Estabilidade muito grande , oportunidade para aposentar",Muito difícil de mudar de função só depois de um ano oportunidade,Poderia melhorar também os benefícios,Operador de Produção 1,2023-08-17T08:08:08.990,pt,79232033,4,4,4.0,3.0,2.0,3.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,1,Operador de Produção 1,4251118
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79200638.htm,5,ótima empesa para trabalhar,"ótimos benefícios, funcionários muito eficientes, boa cesta básica, bom plano de saúde, gestores compreensivos, lugar muito bom para se desenvolver e apreender sobre o ambiente metalúrgico",falta de um plano de carreira bem estruturado,,Estagiário Superior,2023-08-16T10:47:01.580,pt,79200638,5,5,3.0,5.0,5.0,2.0,4159014,Alumínio,True,,POSITIVE,POSITIVE,1,Estagiário Superior,499122
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79197394.htm,4,Boa empresa,"Beneficios e salario de acordo com mercado, PLR agressivo","Cultura organizacional, processos, mal desenho de responsabilidades de cada área",,Comprador Sênior,2023-08-16T09:14:30.777,pt,79197394,3,4,3.0,2.0,4.0,4.0,,,True,,,POSITIVE,2,Comprador Sênior,3565307
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79137796.htm,5,Muito bom,Espaço ótimo para aprendizagem e auxilio para sua carreira,nada de contras para dizer,,Estagiário,2023-08-14T14:41:06.250,pt,79137796,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,True,,,,0,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79125996.htm,3,Baixa,"Os benefícios são bons, plr.","Desvio de função, gestores ruins sem treinamento para lidar com pessoas",,Almoxarife,2023-08-14T08:15:25.953,pt,79125996,3,4,1.0,1.0,5.0,1.0,4159014,Alumínio,False,,NEGATIVE,NEGATIVE,6,Almoxarife,324370
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79122815.htm,5,Ótimo,Ótimo Boa empresa Zela pelos colaboradores Ótimo lugar para aprendizado Experiência riquíssima,Não tenho o que falar Não tenho o que falar Não tenho o que falar Não tenho o que falar Não tenho o que falar,,,2023-08-14T06:33:28.690,pt,79122815,0,0,0.0,0.0,0.0,0.0,,,False,,,,0,,
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79112961.htm,5,Técnico instrumentista,Ótima empresa para se trabalhar.,Porém algumas pessoas que não dão o reconhecimento e valor ao funcionário.,,Instrumentista,2023-08-13T20:52:41.640,pt,79112961,4,4,3.0,3.0,2.0,2.0,,,False,,POSITIVE,POSITIVE,0,Instrumentista,4035622
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79091756.htm,4,Boa Empresa,"Muito bom gostei muito, recomento","Nada a declarar, apenas o salário que está bom!",,Analista Sênior,2023-08-12T12:29:20.437,pt,79091756,5,5,4.0,3.0,4.0,4.0,,,False,,POSITIVE,POSITIVE,0,Analista Sênior,489498
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79060537.htm,3,Ótima empresa porém sai porque fiquei acomodada,"Empresa boa benefícios bons , gostei.",Sai da empresa primeiro pela falta de reconhecimento e também porque me sentia acomodada com a situação e pretendo estudar,,Operador De Produção,2023-08-11T04:48:15.353,pt,79060537,4,5,2.0,2.0,4.0,3.0,,,False,,POSITIVE,POSITIVE,0,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW79026499.htm,5,Cba,Segurança Honesto Diversidade Bom ambiente Oportunidade,Pouca mão de obra .. ... ... ...,......................,Almoxarife II,2023-08-10T05:18:46.720,pt,79026499,4,5,4.0,3.0,3.0,4.0,4159014,Alumínio,True,,NEGATIVE,POSITIVE,2,Almoxarife II,4035705
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78974078.htm,5,Empresa muito focada,- funcionários muitos acolhedores - pessoas focadas - bons beneficios - bom horário - boa gestão de pessoas,- demora de reposta do rh,,Junior Developer,2023-08-08T16:30:23.373,pt,78974078,5,4,4.0,5.0,4.0,5.0,,,False,,NEUTRAL,POSITIVE,0,Junior Developer,24683
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78891559.htm,4,Aprendiz,"Boa pagadora, bom ambiente de trabalho",Muito pouco tempo na fábrica,,Jovem Aprendiz,2023-08-05T21:10:21.727,pt,78891559,5,4,5.0,4.0,5.0,3.0,2504041,"Recife, ",False,,POSITIVE,,2,Jovem Aprendiz,375469
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78827334.htm,5,Cba,Uma Boa empresa para trabalhar,Não tenho nada para reclamar,,Operador De Produção,2023-08-03T08:39:46.703,pt,78827334,0,0,0.0,0.0,0.0,0.0,,,True,,,,0,Operador De Produção,4035175
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78808605.htm,5,Ótima empresa pra se trabalhar.,"Ótima gestão, salário compatível com o mercado, oferece benefício como cesta básica, convênio médico, refeições no restaurante, gympass, entre outros.",Não tenho contras a declarar.,,Estagiário,2023-08-02T19:05:34.030,pt,78808605,0,0,0.0,0.0,0.0,0.0,4159014,Alumínio,False,,,,0,Estagiário,31609
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78733974.htm,5,Bom lugar para se trabalhar,"Bons benefícios, trabalho regime hibrido, salario compatível com mercado.","Comunicação na empresa como um todo precisa melhorar. Diretoria distante, empresa muito hierarquizada.",,Analista De Compras Sênior,2023-07-31T17:11:22.963,pt,78733974,5,5,4.0,4.0,4.0,4.0,,,True,,POSITIVE,POSITIVE,2,Analista De Compras Sênior,4036182
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78725962.htm,3,Normal,Restaurantes interno no local cursos Reuniões trimestrais com toda equipe,Falta de documentos e união.,Prestar atenção na liderança e nas panelas.,Analista De Suporte Pleno,2023-07-31T11:56:51.727,pt,78725962,1,2,2.0,3.0,3.0,2.0,,,False,,NEGATIVE,NEGATIVE,0,Analista De Suporte Pleno,24089
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78716651.htm,4,CBA,"Condições boas de trabalho, foco em segurança e bem estar dos funcionários. Benefícios compatíveis com o mercado e empresa estável.","Devido a alta quantidade de pessoas, o crescimento profissional na empresa tende a ter impacto",,Técnico Eletricista Pleno,2023-07-31T07:24:58.020,pt,78716651,4,4,4.0,4.0,4.0,4.0,,,True,,NEUTRAL,POSITIVE,0,Técnico Eletricista Pleno,4047920
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78666931.htm,2,Salário abaixo do mercado,"Benefícios, convênio médico e fretado","Salário abaixo do mercado, condições precárias no quesito segurança (muitos acidentes).",Rever as equipes de gestão (muita panelinha),Supervisor De Produção,2023-07-28T13:54:38.353,pt,78666931,3,2,1.0,2.0,2.0,1.0,4159014,Alumínio,True,,NEUTRAL,NEGATIVE,1,Supervisor De Produção,3884303
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78647157.htm,4,Vasto conhecimento,"Grande empresa, com grandes projetos , inclusive sustentáveis!",Distância bastante grande do posto e local de trabalho!,,Técnico Em Nutrição E Dietética,2023-07-27T23:27:18.173,pt,78647157,5,5,3.0,3.0,5.0,5.0,,,True,,POSITIVE,POSITIVE,0,Técnico Em Nutrição E Dietética,4037807
https://www.glassdoor.com/Reviews/Employee-Review-M-RVW78635035.htm,3,Bom,"Convênio, fretado, cooperativa de crédito, previdência privada, programas de saúde","Salário, PLR, plano de carreira, bonificação, feedback da chefia",,Eletricista,2023-07-27T13:01:12.507,pt,78635035,4,2,3.0,2.0,3.0,3.0,4159014,Alumínio,True,,NEGATIVE,POSITIVE,4,Eletricista,1200669
